#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
_id,ltable.id,rtable.id,ltable.bike_name,ltable.city_posted,ltable.km_driven,ltable.price,ltable.color,rtable.bike_name,rtable.city_posted,rtable.km_driven,rtable.price,rtable.color,gold
12093711,42768,30752,Bajaj Pulsar 150cc Dtsi,Bangalore,47000,22999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,46000,25000,black,1
12099591,42770,28558,Hero Honda Splendor Pro,Bangalore,6791,48999,black,Hero Honda Passion X Pro Standard,Bangalore,6770,45000,red,0
12166539,42793,25085,Yamaha FZ16,Bangalore,10800,59999,black,Yamaha FZ16 Standard,Bangalore,9873,60000,red,0
12166558,42793,25305,Yamaha FZ16,Bangalore,10800,59999,black,Yamaha Fazer Standard,Bangalore,10000,40000,white,0
12172279,42849,20398,Bajaj Pulsar 150cc Dtsi,Bangalore,30000,31999,red,Bajaj Pulsar 150 DTS- i Standard,Bangalore,31000,35000,black,0
12233295,42993,19126,Honda Unicorn Alloy,Bangalore,25000,38000,silver,Honda CB Unicorn Standard,Bangalore,26000,45000,black,0
12269436,43006,13064,Yamaha Gladiator Rs,Bangalore,31600,25999,blue,Yamaha Gladiator DX,Bangalore,32500,35000,red,0
12273796,43007,28749,Yamaha FZ S,Bangalore,13000,74999,red,Yamaha Fazer Standard,Bangalore,13000,80000,red,0
12294820,43165,24338,Yamaha FZ16,Bangalore,7000,65000,black,Yamaha FZ S Standard,Bangalore,6500,85000,green,0
12319347,43200,25206,Bajaj Pulsar 150cc Dtsi,Bangalore,75000,27999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,74500,32000,black,1
12346707,43209,23700,Hero Honda Splendor Plus,Bangalore,15700,36000,black,Hero Honda Karizma ZMR Standard,Bangalore,16000,65000,black,0
12350878,43210,35098,Hero Honda Passion Plus,Bangalore,29000,28500,blue,Hero Honda CBZ extreme Kick,Bangalore,30000,24000,black,0
12403514,43387,8359,TVS Apache RTR 180,Bangalore,16600,60000,white,TVS Apache RTR 180 ABS ABS,Bangalore,17000,60000,white,1
12443572,43402,12431,Honda CBR 250R Standard,Bangalore,23050,110000,red,Yamaha SZ R Standard,Bangalore,24000,50000,red,0
12444075,43402,18155,Honda CBR 250R Standard,Bangalore,23050,110000,red,Honda CBR250R Sports Red-STD,Bangalore,24000,118000,red,1
12445308,43402,32302,Honda CBR 250R Standard,Bangalore,23050,110000,red,Hero Maestro Standard,Bangalore,22500,37000,black,0
12459662,43407,22191,Hero Honda Karizma R,Bangalore,20000,62999,black,Hero Honda Karizma Standard,Bangalore,19000,65000,red,0
12499511,43441,23751,Bajaj Pulsar 150cc Dtsi,Bangalore,20000,28000,red,Bajaj Pulsar 150 DTS- i Standard,Bangalore,20000,36000,red,1
12505199,43443,18214,Bajaj Pulsar 220F Dtsi,Bangalore,23000,65000,black,Bajaj Pulsar 220F Standard,Bangalore,22000,75000,blue,0
12556459,43775,10143,Bajaj Pulsar 150cc Dtsi,Bangalore,30000,55000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,30000,50000,blue,0
12576187,43784,26858,Hero Honda Karizma Zmr Pgm Fi,Bangalore,32000,60000,white,Hero Honda Splendor Plus Disc,Bangalore,31000,40000,blue,0
12594531,43793,27009,Royal Enfield Thunderbird 350,Bangalore,21000,77000,black,Royal Enfield Electra Standard,Bangalore,20360,110000,black,0
12653356,44233,34521,Honda CB Twister Self Drum Alloy,Bangalore,27000,30000,green,Honda CB Twister Disc/Electric start,Bangalore,27000,32000,red,0
12661347,44236,22052,Honda Unicorn Alloy,Bangalore,50000,22000,black,Honda CB Unicorn Kick Start,Bangalore,51000,25000,black,1
12695112,44337,23901,Bajaj Avenger 220,Bangalore,6000,84999,blue,Bajaj Pulsar 220F Standard,Bangalore,6000,85000,black,0
12695828,44337,31657,Bajaj Avenger 220,Bangalore,6000,84999,blue,Bajaj Avenger 220 DTS- i,Bangalore,7000,78000,black,0
12700843,44341,18918,Yamaha FZ16,Bangalore,45000,48000,black,Yamaha SZ X Standard,Bangalore,44000,35000,grey,0
12713819,44387,28270,Bajaj Avenger 220,Bangalore,11000,64000,black,Bajaj Avenger 220 DTS- i,Bangalore,10000,75000,black,1
12737510,44399,18828,TVS Victor 2015,Bangalore,70000,15000,black,TVS Victor Standard,Bangalore,70000,18000,black,1
12809100,44626,33355,Yamaha YZF R15,Bangalore,21000,63000,black,Yamaha SZ R Standard,Bangalore,22000,35000,red,0
12823937,44663,29294,Yamaha RX 135 STD,Bangalore,26000,37000,black,Yamaha RX135 Standard,Bangalore,25000,35000,maroon,0
12840972,44839,13878,Bajaj Pulsar 150cc Dtsi,Bangalore,14000,48000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,15000,60000,black,1
12847394,44841,17451,Bajaj Pulsar 180cc Dtsi,Bangalore,40000,40000,black,Bajaj Pulsar 180 DTS- i Standard,Bangalore,40000,55000,black,1
12910186,44863,35576,Royal Enfield Bullet Electra,Bangalore,35000,100000,red,Royal Enfield Thunderbird 350 Disc Self,Bangalore,36000,95000,black,0
12979756,45099,29042,Yamaha Fazer Fi Version 2.0,Bangalore,29000,39999,red,Yamaha Fazer Standard,Bangalore,28000,40000,blue,0
13047734,45266,35846,Bajaj Avenger 220,Bangalore,30000,56000,blue,Bajaj Avenger 220 DTS- i,Bangalore,31000,70000,black,0
13074904,45277,32776,Bajaj Pulsar 150cc Dtsi,Bangalore,80000,20000,blue,Bajaj Pulsar 150 Kick Start,Bangalore,80000,22000,black,0
13078816,45279,7397,Bajaj Pulsar 150cc Dtsi,Bangalore,50000,20000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,50000,21000,black,1
13141491,45300,26126,Yamaha Sz R,Bangalore,19000,44000,red,Yamaha FZ16 Standard,Bangalore,19000,55000,black,0
13175811,45546,33312,Bajaj Avenger 220,Bangalore,4300,88000,red,Bajaj Avenger 220 DTS- i,Bangalore,4000,80000,bllu,0
13226241,45565,16395,Yamaha FZ16,Bangalore,20000,60000,black,Yamaha FZ16 Standard,Bangalore,19000,60000,black,1
13254335,45686,23629,Bajaj Pulsar 150cc Dtsi,Bangalore,9500,77000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,8700,68000,black,1
13272167,45693,17347,Hero Honda Passion Pro,Bangalore,18000,41999,red,Hero Honda Super Splendor Disc Kick,Bangalore,17000,46000,black,0
13413310,45927,24251,Yamaha FZ FI Version 2.0,Bangalore,27500,44999,red,Yamaha FZ S Standard,Bangalore,26918,55000,green,0
13418395,45929,11872,Yamaha YZF R15 Version 2.0,Bangalore,12000,84999,black,Yamaha YZF R15 V 2.0,Bangalore,11000,110000,red,0
13563130,46068,25063,Yamaha FZ S,Bangalore,29000,50000,black,Yamaha FZ16 Standard,Bangalore,30000,49000,black,0
13563141,46068,25221,Yamaha FZ S,Bangalore,29000,50000,black,Yamaha Fazer Standard,Bangalore,29000,62000,black,0
13587200,46395,20380,Yamaha Sz R,Bangalore,17000,36000,red,Yamaha Fazer Standard,Bangalore,17000,50000,red,0
13597068,46398,29042,Yamaha FZ16,Bangalore,28000,44999,black,Yamaha Fazer Standard,Bangalore,28000,40000,blue,0
13606985,46401,35856,Royal Enfield Thunderbird 350,Bangalore,8900,13499,black,Royal Enfield Thunderbird 350 Disc,Bangalore,9000,140000,grey,0
13613077,46403,35698,Royal Enfield Bullet Electra Twinspark,Bangalore,8900,100000,black,Royal Enfield Thunderbird 350 Disc,Bangalore,8800,140000,black,0
13642108,46415,19092,Bajaj Pulsar 150cc Dtsi,Bangalore,38900,39999,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,38000,40000,black,1
13692689,46520,2577,Bajaj Pulsar 150cc Dtsi,Bangalore,75000,26000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,75000,20000,blue,0
13699980,46554,17048,Bajaj Pulsar 150cc Dtsi,Bangalore,57000,30000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,57000,40000,red,0
13753024,46760,29928,Yamaha FZ S,Bangalore,19000,50000,red,Yamaha FZ16 Standard,Bangalore,20000,57000,black,0
13862765,47023,26909,Yamaha SZ RR Version 2.0,Bangalore,21000,34999,black,Yamaha YZF R15 V 2.0,Bangalore,20000,90000,limited edition,0
13910629,47040,14512,Hero Honda Karizma R,Bangalore,43000,45000,silver,Hero Honda Splendor NXG Standard,Bangalore,43000,32000,black,0
14011940,47467,19872,Bajaj Pulsar 150cc Dtsi,Bangalore,25750,50000,red,Bajaj Pulsar 150 Kick Start,Bangalore,26000,55000,red,1
14085606,47511,24074,Bajaj Pulsar 150cc Dtsi,Bangalore,35501,40000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,36000,29999,black,1
14091782,47522,24769,Bajaj Pulsar 150cc Dtsi,Bangalore,35501,40000,black,Bajaj Pulsar 150 DTS- i Standard,Bangalore,35000,35000,black,1
14142963,47651,15434,Bajaj Pulsar 150cc Dtsi,Bangalore,67000,28999,red,Bajaj Pulsar 150 DTS- i Standard,Bangalore,68000,20000,black,0
14192023,47734,17347,Hero Honda Hunk,Bangalore,18000,60000,black,Hero Honda Super Splendor Disc Kick,Bangalore,17000,46000,black,0
14258729,47935,11125,Hero Honda Karizma R,Bangalore,9000,79999,black,Hero Karizma R,Bangalore,10000,80000,black,1
14416433,48314,32348,Bajaj Pulsar RS 200 Standard,Bangalore,800,120000,yellow,KTM Duke 200 Standard,Bangalore,500,165000,black,0
14422338,48316,30361,Bajaj Pulsar 150cc Dtsi,Bangalore,80000,25000,black,Bajaj Pulsar 150 DTS- i Kick Start,Bangalore,80000,26000,red,0
14434459,48717,29407,Yamaha FZ16,Bangalore,16000,58000,red,Yamaha FZ S Standard,Bangalore,15000,70000,black,0
14473203,48730,17582,TVS Apache RTR 180 ABS,Bangalore,21000,79000,white,TVS Apache RTR 180 Standard,Bangalore,22000,50000,yellow,0
14489110,48735,25230,Royal Enfield Classic Chrome,Bangalore,2700,160000,black,Royal Enfield Continental GT (Cafe Racer) Standard,Bangalore,2000,200000,red,0
